,name,year,seller_type,owner,km_driven,ex_showroom_price
15700,238,1990,1,0,35334,93025.75
2875,35,2020,1,1,350,93025.75
16049,166,2017,0,1,53932,148934.0
27352,122,2002,0,0,28777,30490.0
19692,117,2008,0,3,350,94102.0
26010,255,2010,0,1,25227,93025.75
29923,130,2017,1,1,14318,125682.0
1701,158,1992,1,1,57908,47248.0
7563,150,2013,0,1,101084,67353.0
14520,102,2012,0,1,93212,178913.0
9306,225,2005,1,2,66217,93025.75
12765,200,2003,1,0,78390,30490.0
4654,47,2014,1,0,11337,155514.0
23587,181,2003,0,1,94423,93025.75
27001,95,1999,0,0,18927,94415.0
23824,177,1991,0,2,33987,61922.0
11518,62,2019,0,2,350,30490.0
581,16,2017,0,2,350,93025.75
2916,14,1994,0,3,350,30490.0
13222,223,1992,1,0,57375,93025.75
247,107,1994,1,0,11163,93025.75
25382,225,2002,0,3,94686,93025.75
24964,41,2005,1,0,350,97252.0
25425,144,2019,0,3,33867,113069.0
11529,170,1996,1,0,124917,30490.0
27092,155,2011,0,3,8309,30490.0
12145,146,1999,1,1,176189,62433.0
19393,147,1990,1,1,25565,113811.0
27083,254,1998,0,2,67015,67648.0
22121,256,2003,1,0,15971,111426.0
10776,51,2013,0,2,94870,93025.75
10366,120,1998,1,3,88142,93025.75
25277,0,2001,1,1,54592,53327.0
8392,230,1997,1,1,128057,101810.0
14087,198,2019,0,1,44150,93025.75
1202,127,2018,1,1,350,138751.0
1750,98,2015,0,2,39957,155622.0
9462,241,1988,0,0,25608,30490.0
2677,117,2014,1,2,35636,93025.75
28347,24,2000,0,2,350,36573.0
7855,189,2009,1,0,51938,119546.0
2744,245,2004,1,0,42934,93025.75
15965,60,2006,1,0,55309,123635.0
21250,204,2003,0,1,350,159326.0
22637,15,1988,0,2,26291,67372.0
19537,143,1992,0,3,97925,123896.0
8171,233,2017,1,1,350,208886.0
3562,239,1993,0,1,42530,72684.0
13771,224,1996,1,1,350,93025.75
16916,76,2003,1,1,37995,45162.0
6808,210,1991,1,2,70930,134841.0
8914,172,2008,0,0,350,30490.0
26731,167,2015,1,2,26879,87569.0
20918,213,1994,0,2,17397,30490.0
9118,146,1992,1,0,59824,93025.75
27632,41,2019,0,2,350,73074.0
10103,162,2000,1,1,46114,66391.0
20205,266,2010,1,1,350,93025.75
5807,56,1994,0,1,83529,135280.0
21629,97,2003,0,2,12068,156831.0
25111,157,2015,1,0,66080,91351.0
12620,174,2002,1,0,107072,93025.75
13814,63,1993,0,2,43153,93025.75
17885,196,1995,1,1,94968,65787.0
20397,12,1998,1,0,31693,93025.75
25014,68,2017,1,1,350,114098.0
11562,64,1991,0,2,9373,93025.75
13296,266,1988,0,1,102883,93025.75
10136,213,2005,0,1,25352,143810.0
3446,60,2013,0,1,27646,64595.0
23355,121,2006,0,2,350,84915.0
14308,236,2018,1,1,350,93025.75
5422,257,2015,0,1,34278,69888.0
11854,142,2002,0,2,9105,93025.75
27914,217,2018,1,0,350,93025.75
24789,178,1992,1,0,66828,30490.0
15272,116,1994,1,0,66704,93025.75
23731,230,2001,1,0,56728,58288.0
8963,88,1989,1,3,16290,78324.0
21038,169,2014,1,0,16634,187310.0
15439,77,2002,0,2,38101,142275.0
10231,175,1999,1,1,91093,32347.0
10066,52,1992,1,1,125247,93025.75
11329,134,1999,0,1,48241,93025.75
14375,196,1995,0,3,136241,50163.0
18848,1,1991,1,1,30835,165274.0
4846,223,2016,1,0,350,70257.0
8160,207,1990,1,1,105844,93025.75
27476,35,2016,0,3,44658,177642.0
14018,72,2020,0,1,350,58050.0
2426,265,1998,1,0,30994,103738.0
20843,98,2015,1,2,24051,93025.75
6862,207,2015,0,2,350,186293.0
16680,7,1994,1,0,51991,93025.75
2292,130,2001,0,2,100490,41046.0
15457,138,1991,0,1,23716,93025.75
20723,233,2009,1,1,12401,126469.0
7065,192,1998,1,2,55342,174913.0
6478,82,2005,1,1,33827,78534.0
3016,215,2006,0,2,350,41483.0
12176,19,2015,1,0,55793,89125.0
3163,255,2015,0,0,23031,93025.75
10839,271,1998,1,2,145519,30490.0
22583,258,2019,1,1,350,93025.75
19139,175,1990,1,1,41496,93025.75
15560,275,1996,1,0,350,30490.0
1177,158,2002,1,0,20569,93025.75
8613,60,2016,1,1,350,181548.0
23533,221,2013,1,0,197622,93025.75
1297,268,1994,0,3,52302,66182.0
20797,124,2011,1,1,67777,93025.75
19463,270,2009,1,2,350,107784.0
21049,152,2017,0,0,350,243378.0
729,193,2009,0,2,350,30490.0
11685,224,1997,1,0,71730,93025.75
332,268,1995,0,2,25722,95842.0
10631,240,1996,1,1,26600,93025.75
11729,84,2013,1,0,350,93025.75
12184,267,2007,1,2,64010,93025.75
5260,201,1990,1,1,51867,213955.0
8847,13,1998,0,2,20492,93025.75
25163,274,2008,1,1,171819,105249.0
17573,233,2018,1,3,16723,93025.75
9164,97,2013,1,0,11126,262652.0
1796,60,2011,0,3,350,88039.0
19423,63,2009,1,0,350,93025.75
1478,9,1994,1,0,49162,93025.75
21606,181,2006,0,0,350,102158.0
25029,156,2005,1,0,85289,183986.0
10460,246,2004,0,2,22574,30490.0
14418,37,2018,0,1,70384,183519.0
28687,36,2012,0,2,77878,121011.0
29228,84,1995,1,0,45376,93025.75
4556,92,2015,1,0,165882,93025.75
27845,176,2003,1,0,17033,117827.0
16051,40,2005,0,2,29258,221231.0
1558,72,2010,0,3,24208,56181.0
5424,204,1999,1,0,75104,93025.75
11663,249,2010,0,2,350,93403.0
11552,30,2006,0,3,350,50246.0
28779,136,2014,1,0,3496,30490.0
16522,220,2012,1,1,350,93025.75
23166,276,1989,1,0,168314,30490.0
22789,78,1992,1,0,25682,93025.75
253,209,2001,1,0,7174,161273.0
9772,17,2013,1,0,38858,129177.0
16539,37,2001,1,2,495,162454.0
22341,87,2016,1,1,64519,92500.0
5207,14,2011,0,1,350,126216.0
13396,267,2006,1,0,75825,93025.75
4809,48,1992,1,2,52225,158444.0
17196,103,2017,1,1,350,93025.75
29654,183,2009,0,2,350,41271.0
18953,206,1996,0,2,350,84264.0
1236,123,2007,0,2,350,93025.75
27064,183,2006,0,2,350,72123.0
4880,109,1993,1,0,40621,93025.75
24464,16,1991,0,1,65413,93025.75
28234,17,1995,1,0,57330,158736.0
2408,5,2019,0,2,61989,30490.0
28040,265,1994,0,1,37494,35563.0
25231,171,1989,0,3,69481,93025.75
29587,70,2000,0,2,350,59381.0
23249,75,2005,0,2,350,31039.0
7043,271,1992,1,0,157439,110624.0
16494,49,1991,0,1,57313,30490.0
12402,145,2006,0,2,350,93025.75
19569,34,2002,0,2,4547,93025.75
1774,102,2002,0,1,350,50628.0
22691,261,1990,1,2,102032,89080.0
1038,180,1997,1,0,96346,93025.75
20499,106,2002,0,2,36273,93025.75
12897,117,2009,0,1,119162,93025.75
21238,17,2015,0,1,41237,120095.0
17620,159,2017,0,3,350,144868.0
29821,104,2014,0,1,16772,30490.0
16588,22,2012,1,2,350,112979.0
25238,180,2015,1,1,99075,93025.75
26746,59,2004,0,0,29527,30490.0
2730,204,1999,0,2,34028,37590.0
10950,150,2013,0,2,4136,93025.75
17372,53,1989,1,2,96836,93025.75
5252,56,2012,0,1,43734,104396.0
12173,67,2015,1,0,74090,93025.75
9968,54,2005,1,0,84767,93025.75
5191,244,1989,1,1,131250,136311.0
9134,210,2017,1,1,59400,93025.75
7439,67,2016,1,2,92550,147309.0
3458,59,1990,0,2,175104,30490.0
24557,32,2013,1,2,45560,141264.0
19433,271,1991,0,2,85004,93013.0
4156,188,2016,0,2,12703,141425.0
7117,47,1999,1,1,30629,67880.0
5667,181,2017,1,0,84391,133844.0
2999,161,2007,0,3,10965,30490.0
14542,254,2010,0,2,113214,64435.0
13910,113,1990,0,1,50801,51835.0
28886,188,1989,1,1,37593,46876.0
21132,209,2004,1,0,54470,143348.0
21144,228,2005,0,2,122966,30490.0
670,146,1991,0,3,92731,30490.0
11874,146,2006,1,0,98223,132049.0
5071,64,1997,0,2,350,203288.0
27119,98,1996,1,1,26628,64966.0
1282,38,2013,1,2,621,30490.0
24198,241,2006,1,0,350,158503.0
2729,210,2016,0,3,350,52760.0
5,205,2011,0,2,54547,190771.0
26810,238,2006,1,0,62629,85094.0
5793,85,1992,1,1,64330,78723.0
29267,121,2020,1,0,350,72640.0
5843,181,1991,0,3,137733,93025.75
5915,118,2015,1,1,350,155096.0
17385,258,1988,1,1,85205,222173.0
3408,25,1992,0,2,21760,80957.0
5180,102,2018,0,2,350,211386.0
12644,107,1996,0,0,69410,86817.0
28031,214,2009,1,0,350,78184.0
19657,64,1994,1,0,148759,62241.0
7711,195,2001,0,2,83941,30490.0
16170,217,1999,0,1,32492,197218.0
22187,252,1989,1,0,56026,30490.0
3074,238,1998,1,2,350,82813.0
4358,222,2005,1,0,350,93025.75
3857,87,2018,0,1,48429,57690.0
12838,180,2019,0,2,350,93025.75
6757,228,1995,0,2,4017,93025.75
16009,65,2011,0,2,350,69037.0
3453,12,1996,1,1,86194,93025.75
22452,169,2003,1,1,23631,93025.75
8965,93,2008,1,1,81641,93025.75
20677,155,2012,1,1,27039,38325.0
2524,242,2014,1,1,63518,93025.75
27907,112,1993,1,1,42532,79019.0
18314,44,1999,1,0,26293,93025.75
15201,204,2005,1,2,47047,83176.0
22628,272,2008,1,1,43850,30490.0
26501,137,2018,1,0,350,107902.0
19963,268,2018,0,2,33530,93025.75
20934,64,1989,0,2,53457,148609.0
9070,129,2018,0,1,101718,93025.75
11051,143,2019,0,2,350,93025.75
27568,165,1997,1,0,350,93025.75
633,196,1991,1,2,48435,93025.75
2066,199,2012,0,1,3754,109894.0
6030,36,1996,0,3,350,93025.75
27685,41,1991,1,2,77009,93025.75
6479,70,2011,1,0,44848,93025.75
14974,26,1990,0,2,47852,107281.0
2554,127,1990,1,1,164924,30490.0
18998,34,1989,1,0,10362,168845.0
4290,270,2012,0,2,56530,93025.75
15492,140,1993,0,2,111220,120202.0
2417,169,1989,0,2,61017,30490.0
9486,215,2004,0,2,30424,75860.0
11891,247,2005,0,1,12704,59090.0
25150,135,1998,0,1,26990,138857.0
20293,166,2003,0,2,177279,51895.0
23709,1,1988,1,1,157322,93025.75
21508,203,1997,1,0,60660,93025.75
19244,182,2000,0,2,350,30490.0
27105,32,1998,0,2,45639,48699.0
762,37,1990,0,2,96705,30490.0
5480,266,2010,0,3,350,30490.0
26694,20,1992,0,2,55979,46353.0
6468,183,2004,1,0,350,93025.75
12233,8,1994,0,3,37899,163232.0
17569,82,2014,0,1,29642,30490.0
16024,207,2015,1,1,350,30490.0
963,57,1996,1,0,74013,65299.0
18563,138,2005,0,2,350,30490.0
25092,248,2014,0,0,43370,93025.75
17851,245,2008,0,3,5201,93025.75
29839,151,2012,1,1,43748,92382.0
18323,11,2012,1,0,67660,38721.0
8090,72,2013,1,0,1312,93025.75
15980,264,2018,0,2,350,30490.0
13474,257,2006,0,3,350,93025.75
19846,165,2006,1,0,49602,158263.0
3159,278,1989,0,1,156075,42967.0
13337,128,2017,1,0,34732,93025.75
16073,231,2019,0,1,4518,83515.0
19164,260,2013,1,0,7821,115628.0
284,131,2015,1,2,51541,93025.75
9311,2,2012,0,0,83159,109152.0
5983,209,1994,1,2,98088,93025.75
7585,103,1999,1,0,64337,137426.0
9447,198,2014,0,2,68679,93025.75
8288,275,2006,1,0,52892,161311.0
17984,142,1989,0,3,65562,119306.0
4261,123,1990,1,0,118183,93025.75
16142,255,1998,0,2,69893,93025.75
4540,0,1990,1,0,945,91930.0
19403,50,2013,1,0,24856,99427.0
22084,112,2011,1,0,350,93025.75
9016,39,1990,1,1,62061,30490.0
5586,108,1997,0,1,10066,131430.0
12969,81,2003,1,0,65618,93025.75
28121,213,2007,0,1,350,150976.0
2406,26,2003,1,2,116351,160750.0
4503,86,1990,1,2,54350,93025.75
20627,7,2011,1,3,80756,36704.0
13720,72,2004,0,0,45296,136499.0
12095,165,2006,1,0,49959,93025.75
14026,168,1991,1,2,93946,93025.75
597,160,2003,1,0,124194,93025.75
17055,87,1996,0,0,46874,93025.75
24693,272,2009,1,0,20758,93025.75
16699,46,1994,1,3,350,90140.0
4350,74,2006,1,0,350,93025.75
9948,48,2015,1,0,13986,131118.0
9792,112,1994,0,2,37925,93025.75
16213,129,2001,0,0,46409,93025.75
25929,94,1988,0,1,144132,93025.75
7960,273,2001,1,0,9877,93025.75
28519,256,2010,1,1,75268,93025.75
21558,225,2001,0,2,131755,154583.0
27955,11,1991,1,0,97664,57686.0
23762,41,1999,1,0,350,93025.75
11366,59,1991,0,3,41477,177014.0
17730,55,2012,1,1,51415,30490.0
10895,68,1999,0,2,9824,93025.75
6821,31,2019,1,0,350,93025.75
16485,140,1993,0,2,350,93025.75
7285,82,1995,1,1,37395,57046.0
10374,189,1998,1,0,7129,93025.75
23500,205,2001,1,0,21258,93025.75
16918,33,2005,1,0,73527,90673.0
6530,139,2016,0,3,350,93025.75
14185,263,2019,1,1,68256,93025.75
8772,27,2019,1,2,350,89375.0
3369,109,2018,1,0,350,137767.0
20777,108,2016,1,0,51889,93025.75
5018,266,2014,1,1,24033,86501.0
14151,115,2005,1,2,7809,88148.0
14987,31,2013,1,2,20434,93025.75
16782,107,1993,1,0,83204,136338.0
23454,140,1993,1,0,87845,56696.0
18130,25,1993,1,0,38507,30490.0
22854,117,2019,0,2,27759,93025.75
28344,158,2007,1,1,81813,93025.75
16471,59,2008,0,2,350,93025.75
28164,237,1997,1,1,78183,135857.0
18840,251,2013,0,2,350,104443.0
19766,253,2001,0,2,90730,154506.0
14642,190,2006,0,2,350,93025.75
15166,27,1992,1,1,7581,33408.0
2433,203,2013,1,1,60285,129576.0
10528,0,2015,0,2,350,93025.75
2364,76,2008,0,2,75247,93025.75
17250,24,1999,1,0,79213,119783.0
3430,162,2002,0,3,93743,93025.75
27750,226,2005,1,0,350,30490.0
12136,84,2004,1,0,17987,113959.0
10243,106,1991,1,0,350,161699.0
3839,2,2010,1,0,350,74077.0
8432,18,2015,1,1,350,149181.0
29532,75,1991,1,0,100913,30490.0
20408,117,1999,1,1,64168,93025.75
28109,126,2015,0,2,69618,65687.0
12923,196,2016,0,1,350,44355.0
4087,58,1994,0,2,26686,93025.75
5946,78,2012,0,2,19890,93025.75
29557,190,1999,1,0,350,150013.0
9192,180,1999,0,1,73988,154539.0
23759,12,1991,1,1,350,93025.75
9532,274,1998,1,2,61821,175150.0
5964,19,1998,1,2,350,93025.75
29362,51,1990,1,1,38506,30490.0
14577,151,1995,1,1,30722,87121.0
22259,232,1998,1,0,34647,30490.0
5606,105,1989,1,2,350,114366.0
6483,206,1992,0,1,67948,93025.75
4848,98,2011,0,2,31921,93025.75
18104,134,1995,1,0,350,93025.75
16019,202,1994,1,1,25784,93025.75
23236,120,2007,1,0,61608,125551.0
19199,248,2003,1,0,19467,93025.75
28571,44,1992,0,3,350,93025.75
3910,193,1994,0,2,93408,93025.75
3658,46,1988,1,2,127900,47507.0
569,15,2008,1,0,41163,167076.0
12267,188,2013,1,1,350,117103.0
15915,6,2006,1,3,47640,94608.0
27323,105,1990,1,3,145122,93025.75
28930,101,2019,0,1,350,91658.0
26871,86,2019,1,2,20864,104742.0
23235,201,2018,1,1,94587,70074.0
1936,5,2017,0,2,350,76461.0
14712,88,2003,1,0,47980,93025.75
16467,108,2011,0,2,12384,61031.0
18643,72,2004,0,2,152098,93025.75
22462,163,1988,0,3,125859,93025.75
7312,203,2009,0,3,85503,51823.0
12169,161,1995,1,1,37980,61257.0
17443,234,2000,1,2,2749,30490.0
17076,174,1999,1,2,114047,72900.0
26585,45,1995,0,2,32027,169924.0
15883,226,2000,0,2,51920,151941.0
10157,137,1993,1,1,43392,30490.0
13973,26,2016,0,0,350,93025.75
13367,76,1991,0,2,68511,93025.75
25814,54,1991,0,2,350,93025.75
12029,176,2004,1,1,34672,93025.75
11066,159,1993,0,2,15231,93025.75
23619,72,1988,0,1,78345,30490.0
9642,29,1989,0,0,350,82933.0
11642,167,2019,0,2,350,158639.0
4834,224,1991,1,3,96646,74059.0
5201,143,1990,1,1,57297,90108.0
373,175,1991,0,0,30041,93025.75
29754,164,2011,1,0,78181,93025.75
24213,227,2004,1,3,37743,93025.75
11028,3,1999,1,1,32616,191445.0
27434,184,1992,0,0,52529,193875.0
27308,115,2017,1,0,36819,93025.75
18092,247,2010,0,3,350,78144.0
8758,48,2008,0,2,151785,93025.75
3129,154,2017,0,2,24841,30490.0
26097,9,2015,1,0,93690,80361.0
2977,135,2016,1,1,350,30490.0
8273,97,2015,0,2,37388,81875.0
25660,59,2002,1,1,350,93025.75
16594,243,2004,0,2,350,93025.75
13960,142,1997,0,0,94887,32785.0
4908,58,2012,1,0,350,93025.75
4470,75,1992,1,0,53783,93025.75
19759,197,2012,1,1,60253,118347.0
10870,120,2019,1,2,32222,96045.0
18933,50,2010,0,1,350,93025.75
13087,126,1990,0,2,139562,135308.0
12084,115,1988,1,1,111327,93025.75
25203,142,2000,1,1,65624,85107.0
19808,15,1989,0,2,50746,63562.0
6637,190,2000,1,0,49835,121174.0
11167,193,1990,1,2,24916,93025.75
27588,172,1998,1,1,104739,93025.75
29981,251,2010,0,2,101380,98272.0
14360,187,1991,1,1,19273,93025.75
5525,240,2009,1,0,76407,93025.75
26734,268,2007,1,1,350,120018.0
24784,202,2018,1,1,7547,30490.0
14865,253,2016,1,1,79369,93025.75
22681,196,2003,1,1,64099,59306.0
9901,7,2000,1,1,15820,141780.0
144,204,1988,1,0,111624,93025.75
7189,137,1996,1,2,9289,117446.0
7643,173,1993,0,2,89326,225439.0
28203,213,2018,0,3,7978,110581.0
6546,73,2002,1,2,4612,93025.75
16780,199,1999,1,0,85010,30490.0
7805,54,1992,1,2,99857,214123.0
16328,41,1994,0,3,54347,30490.0
3124,217,2004,1,2,68334,93025.75
29501,0,1994,0,2,350,93025.75
3067,108,2014,0,3,350,59626.0
29489,230,2000,1,0,30968,121388.0
15437,87,1989,0,2,350,93025.75
19203,137,1996,0,2,100274,30490.0
5057,218,1999,1,0,31342,162735.0
28592,195,2007,1,1,47624,186266.0
17588,201,2011,0,1,350,108751.0
10126,147,2002,1,2,43172,93025.75
10795,156,2018,0,3,350,93448.0
18716,264,2014,1,1,37594,133031.0
2860,219,2012,1,0,350,30490.0
6449,242,1991,0,1,350,93025.75
24038,101,2014,1,2,350,102630.0
25097,128,1988,1,2,95906,93025.75
1170,8,1991,1,1,104691,30490.0
9710,98,2014,0,3,46235,93025.75
10471,139,1994,1,1,92332,143217.0
17269,63,2004,1,0,350,142822.0
5216,180,2012,0,3,28022,93025.75
10329,272,1995,0,1,4787,85609.0
15895,275,2000,1,0,62303,85129.0
24822,101,1992,1,0,350,69196.0
9743,47,2005,1,0,91550,93025.75
8491,33,2012,1,2,83812,93025.75
21947,191,1990,1,1,13476,80923.0
14228,3,1997,1,1,4644,93025.75
13903,51,2019,1,1,59980,152423.0
19380,122,1998,1,1,47574,77566.0
7051,157,2002,1,1,350,80512.0
14947,260,1997,1,1,350,51023.0
25803,68,1993,1,1,76026,122602.0
4822,221,2011,0,3,350,167452.0
2242,90,2007,1,0,7637,78501.0
20561,74,2005,1,0,350,93025.75
18312,162,2009,0,1,76908,64070.0
28480,153,2009,1,0,61029,93025.75
5636,64,1998,1,1,350,93025.75
2215,184,2014,0,2,350,93025.75
2849,23,2020,0,1,27785,93025.75
15850,130,1995,1,0,350,93025.75
6399,221,2007,1,0,24013,93025.75
24874,261,2015,1,0,350,143792.0
29667,210,2011,0,1,50419,93025.75
16509,140,2013,0,2,350,302455.0
23438,218,2011,0,2,44358,93025.75
28542,240,1995,1,1,350,93025.75
28432,192,1989,0,1,53592,30490.0
3287,263,1994,0,3,15821,93025.75
90,0,1989,1,1,350,93025.75
14884,7,2013,1,0,350,93025.75
17356,73,1998,0,2,49450,30490.0
18790,216,2000,1,0,350,105552.0
24393,108,2004,0,3,350,80652.0
21016,231,2020,0,3,55697,65078.0
12988,90,2016,1,0,350,93025.75
16547,202,2018,0,1,350,164389.0
6434,115,2014,0,0,52504,121557.0
25563,101,1998,1,2,16481,93025.75
887,146,1995,1,1,19234,30490.0
4720,24,2015,0,0,350,136431.0
29988,182,2003,1,0,52081,50839.0
21769,212,1992,0,3,74127,93025.75
19054,133,1990,1,1,10558,93025.75
6548,34,2014,0,2,350,93025.75
22548,33,2013,1,0,72075,159543.0
7893,250,2007,0,3,121683,92107.0
14928,38,2011,0,1,41337,57726.0
24787,224,2012,1,1,31838,148352.0
26507,68,2015,1,0,67048,93025.75
11206,107,1999,1,1,37922,93025.75
10865,201,2009,1,0,61913,93025.75
21627,145,2018,1,2,350,56902.0
14204,18,2013,1,2,77434,167024.0
15730,55,2001,1,0,38079,150615.0
16382,120,2006,0,2,11747,33043.0
19618,17,2000,1,0,17438,197180.0
12006,125,1994,1,1,42045,93025.75
14070,166,2014,1,0,30256,93025.75
24709,99,1995,1,0,350,136650.0
28666,171,2020,1,1,4436,115317.0
19859,15,2015,1,0,94276,30490.0
21204,117,2015,0,0,350,195730.0
7333,162,1997,1,2,44452,93025.75
5320,31,2018,1,0,453,73537.0
22256,175,2005,0,2,62000,93025.75
23949,85,2015,1,1,17842,93025.75
12158,119,1997,1,0,75543,93025.75
27138,6,2013,1,2,72646,93025.75
18367,63,2002,0,3,81863,118293.0
7904,242,2015,1,0,37565,123897.0
15526,61,2016,0,2,24063,93025.75
4697,255,1995,0,3,99678,104236.0
25463,217,2007,0,1,68597,96022.0
22043,10,1999,0,2,82629,84620.0
11604,208,2015,0,2,120788,93025.75
19971,122,2006,1,0,27921,93025.75
14374,3,2000,1,2,56043,93025.75
12487,134,2005,0,3,350,93025.75
27425,162,2004,1,1,34953,30490.0
347,261,1994,1,1,32921,93025.75
26090,75,1990,0,3,98680,30490.0
10818,98,2000,1,2,24854,30490.0
7111,189,2009,1,0,16913,70361.0
25951,199,2006,1,2,350,93025.75
17875,201,1990,1,1,38241,93025.75
9029,212,2014,0,3,57982,96434.0
28098,247,2011,0,3,31489,93025.75
11241,239,2008,0,2,36722,30490.0
27847,224,2002,1,0,6868,93025.75
27752,69,2006,1,0,36529,37967.0
12178,204,1995,1,0,89762,33514.0
18675,44,2015,0,1,54179,93025.75
28127,260,2004,0,2,350,79447.0
10197,104,1994,1,1,127067,49714.0
9060,186,2014,0,2,350,191204.0
28611,175,2012,1,0,11001,80956.0
22069,122,2011,0,2,7032,93025.75
16665,141,2017,0,1,350,93025.75
15550,29,2005,1,1,350,111458.0
20220,227,2015,1,0,350,82405.0
9235,85,1989,1,1,166925,58960.0
4004,33,1997,0,3,207754,51633.0
5906,123,1989,1,2,74826,93025.75
28438,202,2018,0,0,350,93025.75
23424,210,1992,1,0,38424,93025.75
7850,178,2015,1,0,5429,124412.0
16368,29,2018,0,1,50676,230080.0
21397,154,1995,0,1,84723,93025.75
25671,263,2004,0,0,350,71771.0
3088,78,2000,0,3,125920,93025.75
3694,113,2008,0,2,350,93025.75
19067,246,2009,1,2,64869,154981.0
19956,269,1998,1,2,15404,179022.0
5761,237,2009,1,0,24541,93025.75
22148,62,2014,0,3,350,66855.0
14743,28,2009,1,1,350,93025.75
3777,190,1995,0,1,350,30490.0
26577,153,2005,0,2,31369,184288.0
24758,152,2019,0,0,36487,93025.75
955,174,1993,1,0,67472,76619.0
28490,141,2016,0,1,70099,93025.75
26889,125,1996,1,1,350,109358.0
19503,175,2010,1,0,350,93025.75
17277,207,2012,1,1,350,123281.0
16466,175,1995,0,2,12557,93025.75
10938,129,2003,1,0,45782,110738.0
19201,205,1996,1,2,54060,93025.75
27160,213,2019,0,2,20606,77336.0
20970,89,2009,1,0,93559,73062.0
5004,63,1992,1,2,14537,73676.0
8546,271,1999,1,1,350,93025.75
18944,37,1988,1,1,156294,115197.0
23256,175,2014,1,0,350,93025.75
27302,152,2006,0,3,21103,93025.75
85,21,1988,1,0,43935,93025.75
983,29,2003,0,1,60495,93025.75
29035,228,1994,0,2,55260,84520.0
10676,213,2002,1,2,350,93025.75
20051,239,2004,1,0,350,30490.0
10431,228,2016,0,1,350,35623.0
24433,34,2019,0,3,350,105870.0
9145,92,2001,0,1,40572,60135.0
3177,76,2011,1,0,75982,93025.75
22445,152,1998,1,1,89991,93025.75
26670,157,2012,0,3,350,93025.75
17893,22,2010,1,1,350,67333.0
2588,190,2010,0,2,350,44842.0
4995,40,2010,0,2,350,150439.0
16112,74,2007,0,2,93108,93025.75
21407,249,2005,0,0,59495,93025.75
960,31,2004,1,0,54042,93025.75
5614,19,1993,1,0,33777,56721.0
936,233,2005,1,1,350,55460.0
16090,266,2011,1,1,350,93025.75
9229,137,2002,1,2,85498,93025.75
2484,34,2018,1,0,83647,30490.0
9199,22,2003,0,2,8418,93025.75
12615,256,1996,1,0,110963,55002.0
9963,53,2007,1,0,19054,76943.0
12547,130,2011,1,0,350,93025.75
6303,67,2000,1,1,12502,93025.75
15436,192,2018,1,0,350,93025.75
25404,217,1999,1,1,84244,93025.75
9934,64,2010,1,2,35996,154444.0
24519,145,2005,0,2,350,62476.0
13317,144,1990,1,1,77657,40888.0
22461,171,2008,1,1,42971,93025.75
23493,15,2002,0,1,350,30490.0
2334,261,2003,1,2,350,54719.0
14,165,2010,1,1,350,72282.0
170,191,1992,1,0,108707,93025.75
15075,269,1989,0,3,70224,49397.0
24732,130,2010,0,2,42267,92560.0
23111,0,2014,1,0,350,102229.0
9513,211,2007,0,2,51409,152064.0
1772,28,1998,0,1,13730,93025.75
15287,222,1990,1,1,27773,30490.0
2324,68,2014,1,0,5115,59143.0
28055,273,2012,1,3,350,222107.0
8918,195,2014,1,1,350,93025.75
6195,122,2006,0,3,64045,122451.0
6533,114,2003,0,2,87237,30490.0
20523,82,2012,0,1,350,109367.0
4756,143,1999,0,2,52718,30490.0
20383,1,2016,0,3,350,93025.75
5354,23,2004,1,0,85047,93025.75
270,246,2004,0,2,6583,93025.75
18691,86,2013,0,1,39979,37709.0
28660,40,2012,1,0,4292,50542.0
28045,13,2000,1,3,350,95987.0
26307,186,2005,1,1,99570,32130.0
27493,95,1988,0,3,160287,30490.0
19107,108,2016,0,2,30805,83075.0
16523,72,2004,0,2,350,30490.0
12257,134,2009,1,1,98865,93025.75
28746,74,1995,1,0,67910,30490.0
10620,156,1995,1,1,69041,93025.75
12832,208,2010,1,1,95714,93025.75
26907,185,2006,1,0,350,93025.75
20109,153,2017,0,3,32600,154088.0
17747,40,2016,1,1,1905,93025.75
28476,21,2001,0,3,66162,93025.75
6841,119,1990,0,2,63021,130383.0
4578,246,1999,1,1,39464,93025.75
378,274,2009,0,2,350,58773.0
14478,186,2006,0,1,41045,138070.0
18461,13,2013,0,2,63143,58027.0
9725,255,1995,0,2,31119,93025.75
360,69,1992,0,2,350,85135.0
28912,16,2001,0,0,90508,93025.75
678,123,2010,0,3,6957,93025.75
4104,145,2005,1,1,128551,71912.0
13128,264,2003,1,2,15265,92078.0
3997,58,2003,1,3,105007,93025.75
7645,218,2014,1,0,119173,93025.75
28487,196,2008,1,1,68933,126651.0
7314,273,2000,1,1,48460,46616.0
12192,107,2009,0,2,21423,144922.0
28667,108,1992,0,2,46849,97284.0
25883,96,1993,0,2,47490,56759.0
4038,248,1991,0,2,31402,134053.0
18856,217,2002,1,0,350,33140.0
13739,271,1992,1,0,23936,205530.0
18470,170,2018,1,0,6645,93025.75
143,219,2002,0,0,55297,93025.75
3476,206,1994,0,3,6077,93025.75
17931,19,2003,0,3,54535,93025.75
15977,178,2018,0,2,74876,93025.75
15833,107,2015,0,2,64155,90519.0
26880,261,2018,1,1,22646,93025.75
24627,172,2018,0,2,350,93025.75
27423,240,1995,1,1,45322,81623.0
5852,86,2016,1,0,350,116227.0
27475,147,2005,1,1,350,107101.0
