,selling_price
2314,141720
3304,20323
1643,111885
4002,70337
24956,77716
23856,40949
26324,70753
26508,40529
12554,142885
24872,66148
23131,142846
28724,19000
19838,133056
22145,39994
27232,84198
22852,57433
9248,5000
18761,9998
4651,97911
2166,5000
25905,5000
16643,69053
6559,78844
1867,5000
15419,82213
6171,34069
25273,123087
21810,74771
29506,30645
28125,43208
2081,84571
11226,19681
28646,5000
17005,5000
8975,87329
13899,45399
29102,137486
7917,99181
10508,6414
8138,152894
26462,107174
6367,77290
15023,105186
24436,29409
8340,5000
12663,42282
147,55290
5362,10163
15114,5000
10412,136047
5083,66275
5197,166231
17948,5000
14962,26994
29409,129728
309,70683
13073,35727
25178,21592
27115,75709
24718,52100
21418,85131
915,5000
8180,62082
21375,39526
7679,89550
28445,11044
6174,81536
7037,23634
27707,5000
749,35975
24972,21988
1209,119581
29151,106937
29809,72948
7259,80972
1689,5000
2053,75240
20782,20803
7354,41337
16524,5000
15032,88366
13320,8393
25960,24989
5848,26946
5865,42902
28301,48887
12117,5000
29550,14589
20007,158977
6829,108709
13878,29184
3009,68398
16894,115020
3697,142037
29310,114194
28531,5000
24847,110562
9898,110724
12088,123695
8894,107491
4119,5000
15786,69358
10454,31541
22067,150312
15559,46007
29615,88492
8654,87827
28338,104034
22704,37472
18882,5000
364,8848
15901,82634
6897,44838
11130,94050
18634,77141
1850,95130
9799,23301
18559,28582
3164,5000
22749,5000
11887,5000
20480,93330
9027,31171
12152,5000
114,112223
22352,41455
19509,30703
1030,198740
23779,26047
25003,55524
25613,14823
20877,21229
22002,59473
13078,118952
796,131030
8939,5000
255,75792
12042,98206
29371,5000
18209,163607
2117,83762
2926,57834
7324,9545
464,89077
21550,64292
456,51190
3210,85476
17112,106984
26693,92009
19974,96538
2708,127842
22962,27325
8495,55987
20902,43626
21604,122813
3178,114150
5193,114911
10307,79574
3987,17502
13129,24781
26506,24687
17104,61294
22668,5000
8971,71801
10875,81532
23570,58969
10737,129430
1685,75431
2747,5000
13599,5000
18989,34283
6254,5000
1596,57600
11890,42806
27686,5000
11600,63216
28304,76419
17133,89111
15871,155295
7832,79797
24411,48275
1930,108681
10856,5000
11870,122256
12138,48071
1718,68751
15580,149643
14864,59646
10302,6655
12010,67907
9551,116327
9271,18893
1042,5000
27484,15843
29896,33216
15451,138185
25619,111660
24286,95808
12647,5000
7940,120414
23412,31763
5055,5000
3212,72313
12520,51475
9595,66970
12920,85038
10106,84400
20282,20937
20829,5000
22770,136850
27077,13737
23542,5000
460,72497
23382,5000
1974,33212
89,160860
2754,32904
24755,96790
18280,5000
12410,6333
16657,91852
20671,17366
17435,114921
23604,149735
21312,90013
19553,9439
20781,21831
17816,9651
10189,5000
21285,5000
12482,5000
16104,194222
3447,79777
15726,51205
24274,5000
6277,112851
22963,127356
2599,96568
3437,5000
839,161116
5555,51060
15319,59402
14210,184910
5716,155618
7345,142026
11480,102318
10022,21760
1498,55485
7376,27483
2442,50171
451,130989
27834,5000
16867,104938
28005,129951
2131,150385
2367,78300
659,12174
28191,33547
10712,55591
46,64015
13860,80713
18669,82659
19066,41855
9036,173275
23057,101732
17545,163221
8104,67971
4753,5000
6163,51987
23211,27808
29845,81981
6071,5000
12811,14427
24774,52400
11364,48901
12038,67179
24161,24367
1475,101161
11824,6560
12389,5000
15215,6663
9189,5000
17711,5000
7808,5000
25775,77964
4985,5000
20942,103344
10954,113347
8877,96648
9517,5000
10044,145775
26391,5000
26138,44121
1118,5000
13434,139758
17234,83118
7237,113513
10638,47175
29606,110183
3379,125851
12260,135426
26206,32796
20638,5000
13308,45919
15074,5000
682,113973
56,58991
2821,55417
537,113897
19407,119963
14958,5000
6920,34038
26564,5000
22503,108717
25260,40201
21790,126813
4687,107088
8912,5000
27312,5000
28381,135728
25474,56334
25773,5000
18619,175071
20380,5000
19015,82468
17322,5000
20909,62551
4899,83801
13465,32705
29042,31957
26614,96829
10608,5000
11467,81827
25657,88114
8290,51531
9460,7121
23087,5000
14559,54608
19253,104749
2199,17768
6291,5000
27103,9015
19493,123564
14022,123952
7135,72389
17389,68815
18943,98562
23006,99235
15838,5000
9221,85948
28751,5000
19606,60135
28067,29460
2423,7887
24400,117779
5986,38330
25330,25435
16968,25881
8970,35604
13057,93449
17840,100233
11938,125595
14866,48650
25114,94366
8751,9112
1874,48103
18113,73834
21981,5000
29580,9910
19069,31918
7196,48281
20517,103586
21211,166688
10319,100730
21280,141687
4180,37840
2490,5000
26379,62941
15085,5000
20753,15566
23677,48875
24115,73927
4174,77849
15105,57232
22878,66256
11554,29388
15623,91675
11357,5000
6536,5000
11234,70121
23931,5000
4363,85024
6362,13402
11526,5000
17473,58946
21325,48435
4497,100113
354,109804
18784,5001
11573,182665
28275,5000
1849,42799
21832,30735
8849,19750
10661,35811
19866,108745
4728,5000
6691,131464
3425,85499
12533,27524
26741,10847
6294,131206
10171,131558
8188,5000
25262,111335
17702,33383
2499,36861
7030,16634
23358,5000
7974,90218
17650,5000
21342,5000
558,74157
27016,5000
20029,125954
5404,80117
2964,28987
10134,106147
13109,122819
7637,107507
462,98930
485,63956
16682,35945
19978,105814
20303,140423
17754,42252
29234,40168
11203,41661
4448,53249
13929,26730
15648,55827
22580,25168
24040,5000
8938,59539
14645,5000
6461,48472
21761,5000
5629,196064
20411,5000
4000,77137
9491,73726
25741,74181
996,19606
4283,164202
23675,61366
17157,72185
28756,30224
13041,66703
21340,12206
21064,121525
25394,119741
9957,34251
23441,120933
115,5000
12284,5000
1158,66875
22517,104810
22246,137246
4576,78128
23367,119011
21874,29381
3414,45215
27359,124643
3207,5000
19653,34905
1033,5000
10772,90832
18732,64223
15377,5000
5798,32899
4376,125814
18425,5000
14571,112863
12711,76559
885,5000
14095,93375
18641,71865
12415,133584
11621,129528
25294,102716
12416,7058
4841,82926
10820,53565
14069,89488
4086,89612
1015,36042
11958,65096
13579,5000
13989,138916
7545,79046
17447,152409
1793,72990
1546,94856
1286,72324
3779,44431
17305,59171
13445,47922
26802,150937
14720,5000
22291,47515
11618,83759
12094,11534
5713,72246
5558,162244
6642,48290
15743,6974
15655,5000
14265,5000
21699,56727
1055,5000
28815,26350
2382,65644
26158,106579
21469,89589
17751,55716
8786,146048
14872,95447
1326,5000
18571,80908
22755,12026
951,68400
2097,45378
8600,167028
29427,21422
6632,69562
26174,73495
29566,5000
20020,9841
11233,85605
7882,21741
25385,5000
13726,85513
1052,143809
19445,92748
6864,58807
22280,46810
20846,30471
12679,21415
23511,57720
2115,51907
7943,118878
20960,5000
2167,36402
25388,151271
9796,5000
17978,57072
4445,117970
9450,86086
26946,141457
21483,5000
3005,55378
22978,157069
13605,23522
5474,5000
2723,119285
26335,5000
20470,36208
277,122333
8394,33917
1625,29941
1531,112401
22451,69451
24329,52552
21480,44424
27749,64025
28721,89610
24089,129422
4735,5000
2636,86858
24861,153251
24884,5000
10935,6987
22235,115427
8492,5000
17805,70479
11799,65913
9853,27026
6168,5000
3551,59597
23239,86088
8883,23614
29666,117666
16613,9482
26876,53561
21040,58806
5352,11551
1551,5000
14713,108424
10845,104775
4324,77530
19237,159286
10254,114239
24538,73079
17257,74519
15121,152487
9553,18276
5699,103526
3810,98160
20692,79445
3510,82015
3848,5000
24733,76198
9243,85393
13628,18560
25897,53634
12050,95841
1642,5000
22812,5000
6067,68783
4499,137090
26529,51225
27548,118786
2824,42698
17202,5000
9589,5000
7052,94465
28698,130011
2936,72000
27835,37329
28511,60804
13322,148992
13751,135296
28561,38163
21348,95627
24991,5000
29858,53947
13124,5000
2229,132991
27781,105713
1690,5000
27807,56319
28565,29413
29688,105553
9223,61123
7725,116530
3955,26686
3661,5000
20905,71521
3130,5000
18529,127473
4529,92401
19595,149802
4287,5000
11897,5000
23283,59127
15794,95197
8303,22303
4132,5000
18088,49556
24633,60601
7905,41772
13324,58069
22593,5000
6625,103216
10248,122843
13086,84649
1653,76222
20009,41252
27143,67909
29201,61757
6025,85685
17184,66875
29823,78373
7502,74320
13015,137391
6906,52484
26120,63682
475,67770
855,12669
8875,22943
29424,77191
3954,5000
15433,41471
21192,66438
26688,16212
20541,47867
15178,142029
3066,23878
24130,49876
24283,17616
1666,5000
10121,103693
23770,5000
4362,125268
3386,61891
10871,66517
5491,127180
939,175757
14309,80660
21884,66346
26386,5000
14786,5000
1176,115325
12898,46675
23261,11533
6824,139887
2378,116594
16337,135594
27963,36583
6493,132002
21859,35917
29837,128517
3270,5000
19418,5000
109,75139
12935,5999
4421,48488
20513,67415
1729,78306
16888,7198
8948,31965
5182,44242
6247,113468
17789,102559
25331,5000
2363,5000
3753,5000
5090,59936
25708,69519
13676,162603
23654,88729
5574,5000
1942,126333
11519,34455
4892,154433
6264,5000
29924,46990
7134,5000
22553,80730
21136,44633
27558,84341
15818,6408
17662,69866
5622,5000
8809,45841
8214,47456
412,109763
16230,16994
10047,109328
12293,58150
17267,10594
5513,64116
26298,5000
2062,34279
2543,135481
25453,47328
11095,5000
12055,91156
10092,88626
17814,89631
16673,72895
1350,33003
6879,116697
1860,116409
23187,14659
1166,101399
18926,37557
15711,32161
27877,133699
24775,93965
5882,139677
19235,149302
14735,47570
8396,93029
19434,5000
9749,79064
16559,96444
12296,97885
22166,88584
25119,98330
25612,86432
15593,5000
21864,88582
5842,12109
12342,108921
19575,5000
25523,18874
9699,5000
5175,99205
26389,102198
3385,5000
29482,42545
21722,5000
28059,28429
25164,5000
6371,5000
17363,26871
2265,5000
22489,73910
18747,113328
28288,49837
19017,116204
29851,32092
16182,78687
6861,38718
20152,52181
7809,79438
22753,5000
28509,57051
18827,47085
5215,89709
905,21313
27042,5000
20704,126652
26441,5000
18674,5000
27633,74817
29565,53639
210,74500
10504,105499
5304,27652
11670,57156
28764,28644
12104,115132
11711,195738
20591,135907
18188,42566
13774,5000
27390,116429
20265,5000
20619,5000
1970,14698
24268,45117
15447,70959
4548,5000
29749,51418
3059,158408
22347,100764
22555,42447
24954,44864
4948,32375
18948,17265
22215,109877
13309,109332
25457,116704
8521,145344
25552,127053
12344,5000
21193,45516
9653,91856
25787,42911
28340,102182
7094,113227
28336,113349
20919,91311
1960,5223
2521,106360
2390,12775
13810,40527
17547,5000
15415,118884
8636,5000
19587,5000
10863,110481
25685,73496
17209,137440
22661,123284
29377,133858
16383,107145
5273,175159
3637,96014
1406,118315
19282,9307
19732,130699
6480,40634
5497,99408
17371,5000
20911,131704
11038,93479
13335,6053
18170,23418
8411,93638
12390,5000
8114,84034
27151,5000
10357,164086
7527,172578
16573,55797
9976,143834
28332,7719
28382,39487
8682,125026
8876,5000
13578,5000
21743,116096
18869,152860
24512,40268
22303,5000
4472,59155
7075,33928
18206,77022
19708,54787
19324,79802
2009,45556
12431,160841
26362,5000
28790,152175
28493,61754
13813,156528
28983,5000
24869,243535
15487,5000
22841,137652
8414,66480
4795,96393
7880,148639
18271,5000
10217,97104
3080,103864
14031,83408
440,5000
13012,118044
10780,5000
10789,171467
28283,119505
12776,237647
29037,126104
16101,75277
26559,36811
6097,29339
10104,101081
18817,87929
23447,52162
22738,78434
27710,58172
1138,43694
7231,8165
29179,146292
22915,69979
25527,77421
3664,5000
18102,38529
19760,107009
17678,119865
4015,52476
25407,68291
21644,111099
25140,29946
12962,5000
3698,43499
19402,59129
1672,5000
17300,5000
24503,33529
15392,175230
23072,90137
16735,5000
6628,40052
20010,127341
2001,113810
5714,26382
10554,80830
18001,46762
16152,17507
20453,79190
1841,11763
10513,33920
10753,5000
2315,147281
7633,5000
24610,69718
11039,69710
1923,18788
29671,37913
9627,5000
20385,64819
7854,40399
26443,179299
16196,118235
23138,102343
9558,5000
13292,113429
23721,178417
15454,96938
16710,36023
14605,41412
11282,43550
2949,26154
3149,73335
25910,33305
19565,87668
6120,105639
19773,105997
2493,32325
5398,18424
7873,102090
25321,5000
18408,132897
4849,35713
23153,6726
7400,87856
22745,31610
18734,5000
13491,82038
22996,147736
20239,24325
18862,109764
17153,101920
7245,19820
4713,23490
17519,5000
12751,5681
1222,96025
25578,5000
4859,5000
8100,114445
15281,5000
23231,100693
10323,28990
6187,77313
2613,195780
5686,85636
4153,5000
29647,77185
7894,11069
14457,45491
10265,92441
5890,112988
21214,30710
22211,117402
12773,5000
24410,13873
977,53314
1022,5000
28110,98643
27276,64678
28068,5000
18248,28353
13794,53812
6105,30297
27541,124640
23478,5000
4361,51256
29264,21927
10485,66873
12650,5000
3743,135991
4555,24599
16119,78317
2888,5000
4093,102334
18910,14618
421,58522
6885,58373
9325,20902
16663,182586
15957,5000
18234,5000
19720,5000
26619,37765
20558,57379
1865,5000
23583,5000
5401,97372
24676,5745
25796,5000
14699,41779
7619,151384
17533,185945
26076,5000
9805,5000
3565,5000
24559,99362
20473,73654
5367,103373
21010,30853
22169,60721
13028,64005
24110,11537
18197,114865
10797,5000
29591,117722
29067,70499
13060,69311
13727,94060
2102,121634
19450,58530
2939,35456
24786,164871
19811,75259
20313,66012
9980,5000
17042,68761
25823,11953
23031,59252
12352,74042
6299,58683
7962,10928
10298,5000
244,55553
6909,39567
8471,43075
24492,131237
10696,58866
10448,157124
16904,81614
24724,138576
18659,32089
13833,27649
21050,5000
19142,167930
18343,136575
22127,100575
12445,63901
29546,5000
11694,75556
7410,124514
12860,6598
25160,73999
28805,61688
16971,109718
26676,43821
20728,16207
23639,6769
22198,5938
4170,77409
13533,77643
15686,79575
17067,227926
1973,108132
29785,5000
18815,5000
3800,41557
17087,45804
20921,58250
21191,59544
26429,5000
20504,43915
8582,50177
27984,5000
8818,103228
1712,51846
2316,38753
5970,5000
13355,104360
17499,66288
20527,69275
24310,62173
10763,62359
2522,26502
5369,85292
28864,43852
6982,5000
2836,5000
12872,131275
20967,7673
11678,13148
2486,5000
20809,125922
18796,48058
25499,10744
10932,55806
3554,61000
10539,74091
8862,94385
5342,27871
20403,135575
14909,48161
24254,116930
23606,156754
16178,86331
12532,148522
16586,84960
23603,61153
2413,123182
28906,5000
17030,5000
10120,35882
16413,50601
21205,5000
374,10906
18535,50341
21451,55041
11379,135200
23457,146069
2510,17607
16714,41067
14355,200354
21738,87381
25886,44274
10597,54842
21154,5000
14932,125963
5592,37190
23,33215
22271,58168
11555,39620
27705,175254
7351,65798
3006,5000
26566,37524
19045,91660
16976,122554
21314,16098
3348,102795
18738,58058
12085,5000
29628,52908
7933,123889
29852,116893
24345,225789
25122,5000
9640,69187
4779,8593
7549,70179
4372,47053
27921,87853
14656,122907
29361,102210
15587,92226
25017,95900
16316,118333
24738,58115
21502,81732
8735,50968
10195,59343
15218,72356
17459,5000
21426,20944
2399,5000
15266,22957
21742,26166
1153,51150
15564,5000
25168,62111
28299,83797
17535,5000
26212,102034
5695,61615
4864,31778
16608,77228
15297,105541
18530,80606
15173,5000
19234,5000
23437,39694
234,39020
11691,72823
7466,13383
17500,5000
16420,31536
24513,131940
8256,47166
15159,5000
10846,5000
14969,192665
28123,55709
29084,5000
13197,5000
5894,5000
3950,107740
9696,86451
18383,6707
20338,5000
22531,85809
26531,5000
6327,5000
15362,13494
23466,5117
26480,58814
5391,31091
20418,92528
9324,92505
13876,41265
27008,53471
15355,15463
29638,90013
19375,99219
11155,119020
12438,23170
7827,17709
28566,5000
7795,95445
21092,84201
10654,111915
22824,5000
19119,74074
12371,99003
27382,41039
12680,86975
12743,25480
18760,5000
23351,35644
16830,99685
16695,41862
24413,61293
1315,60596
26387,100489
22699,5000
18740,145230
14761,141718
17425,8650
26545,5000
13042,102249
7819,133636
19554,34984
3887,43568
21085,52067
23778,64164
6207,55655
26390,45064
7680,54559
6049,154847
6406,11965
28034,43284
4512,52206
25813,85509
20448,164169
1331,25972
1605,152005
20883,47191
11196,83826
2662,148599
26401,123646
28597,143966
5707,8118
23692,5000
13868,22363
25957,95541
5901,75621
26900,19403
11348,59440
17288,93960
12470,144418
19591,83545
21744,80727
17215,45321
11492,33404
22783,52153
8111,116714
22285,81689
12398,52167
12458,136362
15844,104154
19146,22518
13369,5000
2498,102316
29225,21794
7662,72608
13098,21482
551,127134
16813,5000
10285,75817
21349,31793
10680,202473
29528,121488
15268,173934
26166,5000
6145,5000
8716,104618
19505,71873
13975,33826
23094,77855
4677,74958
24245,52109
21067,87938
4598,130121
14877,5000
25087,144936
12708,110713
27530,20517
1355,118404
4208,106187
23580,5000
10971,5000
12948,41262
3752,46199
3927,57863
26315,66040
20679,5000
18133,89490
10059,40644
2843,5000
27862,5000
4256,81086
14716,5000
17745,5000
8873,49806
11313,39820
9108,16805
3398,65544
6210,112526
17766,11558
28696,72940
2375,50809
25391,91628
22530,33983
26600,9555
19115,65722
15853,66807
14580,171686
11128,102602
28450,22363
1117,9197
25420,135695
15600,61424
17976,38696
2041,111187
8149,104410
16952,5000
5256,21789
16395,56622
23789,135621
8896,5000
27674,16683
25827,160242
19157,68137
29355,14253
15934,102239
26216,5000
8189,27081
12848,64739
6408,5000
25639,94219
24376,54385
15795,5000
22495,67131
24017,81307
28731,24330
28162,5000
14719,100217
24795,68921
14846,14359
23149,120845
29618,52811
5923,54500
1014,29655
24199,101662
28434,98907
13897,63403
25896,121937
26595,89082
24485,77448
17839,78505
5509,43135
25648,55670
14759,5000
3519,5000
21281,125260
19775,66367
24697,60408
18895,116989
14820,5000
9780,70089
22591,5000
1255,33200
26236,5000
14726,5000
13290,17105
25439,88584
24717,35540
23814,77615
23718,89243
5059,57805
802,78942
15555,105651
8984,144318
24482,108405
7186,149568
1527,124451
7329,94115
4426,76337
26081,59379
19079,59495
21840,5000
15206,43224
20217,59300
18190,141076
10014,34253
19090,45799
27521,5000
15780,5000
2885,80815
5121,91461
2106,22114
9360,26630
22981,100839
4113,111963
11142,61722
1020,139942
11986,30798
14815,124789
15462,168107
6849,55466
28144,112425
8607,143127
25301,121184
22558,78425
22884,102534
13179,83328
12826,78884
12760,5000
1411,28128
23857,82994
21321,114428
27335,157127
8552,143160
8929,5000
13380,37498
27113,56921
24332,8369
10936,91727
3395,98666
3482,5000
15834,61790
18431,37367
26857,33370
12689,5000
15148,88982
14294,144191
21385,5000
12564,77144
9682,5000
24388,85319
8007,102352
28705,56151
3525,55287
15570,50486
12571,126266
21514,9790
14065,21833
246,82922
12093,5000
2812,5000
1197,131421
20406,5000
25586,163068
22030,88211
11087,51613
15746,42337
10221,43528
13519,65606
17430,48842
25063,77550
26140,53536
23728,71562
25786,5000
25692,70932
7215,65441
21846,21339
16488,76474
23352,5000
26522,5000
15022,5000
14853,5000
10224,12708
12993,71539
22346,63964
11412,5000
22633,43986
13068,88415
13787,12934
24689,5000
13589,74632
3274,95652
27866,96289
29331,5000
5054,11691
23971,118439
13527,5000
8348,91811
1433,5000
688,179924
4987,78656
22664,5000
24779,5000
23962,89624
15528,65093
28173,48042
20256,174897
10375,35605
16969,51396
13718,106768
12735,137728
4203,151414
26276,47102
19621,211553
4642,110928
18936,5000
26803,41086
22533,97816
6855,23131
17231,81214
6041,71508
13059,139250
25415,91150
20864,41009
23109,94456
8986,51104
6702,5000
3653,5000
2933,109686
29425,74254
5972,76387
7818,70297
14532,109172
13199,41131
13850,119408
23461,115502
26011,42010
19186,70378
26815,5000
12047,26296
15689,84467
14196,112918
28662,35881
4184,111154
6191,50030
21885,68230
24782,5000
3862,5000
26271,5000
27574,29397
15964,33775
15119,150928
1380,5638
16399,69391
3327,63732
4085,94984
26834,149154
2296,149634
28027,35463
16127,26451
23108,64250
5221,121410
5375,48785
6044,38049
4732,55414
5512,71060
9032,66466
13669,5000
17597,81856
4885,5992
20362,19103
1887,82691
29571,14879
12545,181737
23229,102067
24055,214449
16100,95530
1655,128401
26350,68687
12705,82678
6379,72519
28143,126729
16829,5000
25297,83891
7766,5000
29088,71544
13443,108566
29902,5000
17211,63925
8176,64696
23802,5000
5247,99570
12889,12051
19867,5000
14156,54035
12690,115960
9440,82493
13374,49912
25126,5000
13663,72146
450,5000
15887,18307
3195,5000
10245,138951
5132,245725
24483,5000
13892,78247
384,73751
8814,72011
10404,98734
19634,18533
8906,96502
8086,46916
1074,5000
12280,94628
22228,5000
17560,20653
14432,110430
11332,35550
24595,49220
29619,86737
1398,30632
9395,5000
2958,134912
8723,88682
4867,48299
18917,123070
6053,112898
4724,101448
741,23522
933,5000
4351,66303
3063,5000
14153,36288
13836,5000
2756,99084
16137,28167
21517,35028
15575,104355
29062,70390
17803,92806
16806,5000
2848,99662
12155,233539
22364,5000
23795,51820
7799,5000
17399,52883
7550,170358
28668,148306
14366,160026
28345,5000
16014,133305
13980,5000
11047,5000
16184,31038
11568,119002
20786,44220
25447,93566
25071,57744
22838,108231
10729,121187
19274,46445
13016,16732
8684,5000
13943,5000
2592,5000
19007,135021
8534,23292
14871,80933
11703,5000
7886,54462
11432,24033
6690,115784
27314,112043
21179,111116
14975,5000
19295,113607
6290,54231
28478,141847
14148,51083
16287,44840
18217,97820
26498,66557
21585,47054
6576,98615
16768,24221
11089,5000
6288,75048
17001,108594
28227,64189
132,5000
18105,68146
21208,57985
25829,5000
8473,5000
585,75083
24478,5000
4956,5000
28738,67971
23491,50153
10477,29307
26146,73575
9039,94772
26935,88603
6825,186126
8807,86987
7626,23549
5585,5342
29773,5000
10338,41385
13232,31442
200,114114
19997,137208
10247,5779
19050,38963
8533,148723
13163,66325
23005,60758
16424,73818
21388,67043
10270,56363
13565,5000
158,14548
27141,88318
6003,28149
29083,122356
8194,14884
25742,27606
9821,45913
10267,11967
7560,5000
10163,142095
18175,10021
29405,5000
17950,49311
19370,126076
25745,69687
1900,76764
18097,5000
21295,53924
27539,41884
12109,149667
28192,6846
13732,132620
14858,52664
4731,52761
20849,89760
19039,5000
21239,5000
26807,140557
1422,165983
17166,66318
25618,58022
2823,15273
16743,75354
26345,71925
12777,15275
21677,121168
10040,59285
2271,18622
29834,127360
15376,49358
15816,83246
23142,5000
7928,87235
16647,5000
1778,48467
27527,5000
14290,22758
7462,131867
21182,54211
14472,31863
21683,91386
26328,102814
19028,5000
8893,87672
20178,105718
1601,79295
27928,194064
21079,102186
19041,73978
22339,110099
12949,29463
7412,5000
15772,117032
13488,5000
14025,5000
13615,67943
21229,139031
27459,107458
16480,102851
28591,74883
28559,64033
23726,62389
9006,176204
26003,89457
11369,46907
12797,82879
15894,68845
22372,123299
16840,106893
1257,83936
1920,40669
20149,17865
26128,101214
5420,5388
13823,141561
29554,5000
25251,29612
29939,5000
20040,51079
5298,130577
9525,87091
10442,48111
23280,144110
13177,174363
5561,85076
10511,96065
19677,112868
25988,111305
12497,5000
26848,5000
25200,125888
9836,40651
1208,122520
29248,5000
26788,118643
3646,126265
20881,76354
13250,5000
29080,9492
16651,5000
11786,119672
19159,5000
1330,43501
4155,121581
4406,74383
20907,112174
17450,118960
29236,55293
25906,33065
23668,5000
20137,215973
29224,40300
10072,34952
14141,86327
27100,5000
20000,98256
7839,44382
10187,109069
508,125065
7169,92203
16702,13757
2036,5000
49,127207
3712,112182
22793,69994
23194,5000
27101,15805
23564,5000
23307,5000
7822,58873
15353,12472
494,142788
12570,27602
20628,191955
6281,109931
19630,108345
8732,186978
29452,5000
179,134913
28504,25668
6068,37530
4496,15591
8230,122708
21292,90460
376,50706
9257,5000
3924,9436
28140,84870
5526,44431
21484,44281
26687,119832
16828,19396
6228,5000
2853,97202
27006,111234
19284,47095
15599,144731
20773,40920
9728,10853
20080,68215
18077,112140
6169,71231
5257,5000
23620,34361
20850,30628
23117,112178
529,5000
24020,79137
20309,80488
4518,5000
5519,26149
667,19387
6328,108616
9924,69496
27853,135252
2281,67570
4605,54197
18121,135357
12593,52569
11376,178627
18620,118011
7617,69251
15181,108539
5454,104867
17279,77169
4712,5000
19232,71128
25245,38941
22521,161004
6736,31481
26499,80312
25597,15768
23011,44037
6581,65135
17010,5000
14888,98019
21458,128313
825,147815
16817,70131
6766,84333
1141,114195
14107,193760
10494,73610
26980,60756
29327,92419
27851,22210
16347,93616
20717,5000
26325,13974
12958,83626
5220,92241
8837,147529
8685,5000
9113,152090
17262,43675
27981,52088
1374,79843
25402,45178
24714,17914
5996,105358
22601,22051
22334,25877
3804,93182
9802,5000
16527,8172
7959,5000
13221,34967
5581,5000
24291,5000
26281,33797
12193,5000
6523,137890
13038,5000
12011,17826
7236,7630
26742,68915
12668,5000
6039,56338
4289,82062
12418,34762
6707,42861
20981,5000
935,53530
2434,50629
11025,5000
10652,117441
22482,45374
17428,127239
738,164142
23345,14622
14930,84397
14948,77065
9303,5000
8355,143518
9156,64254
24617,5000
10016,64211
6951,26806
27443,5000
25028,80099
21878,63517
6945,65611
26575,183375
7536,127358
21184,44933
3663,63192
11541,39212
24997,82286
3830,81699
7666,17792
23435,105166
24297,133333
26064,27497
28707,5000
16111,31501
14784,53071
677,93837
20735,167928
20992,5000
8887,134710
24094,98809
23419,55157
357,54314
18057,78457
28785,41735
1164,8625
14625,137783
4072,6485
13908,5000
1248,67539
12540,24680
9399,97833
22376,26766
26134,57819
21357,126115
14164,82969
19323,58951
26347,21635
12600,88485
9650,93628
10807,18991
4575,35858
11805,5000
6600,32078
21099,61087
3202,5000
627,128716
10381,160681
1065,5000
21020,5000
15164,140008
17939,63893
831,71449
4400,155208
8407,5000
14636,5000
14488,160147
14938,67535
11820,135039
21414,41670
27544,52846
9137,59944
18663,88163
20360,49988
11012,21620
26366,60406
15552,5000
25207,99036
23973,105535
10052,41376
25380,103052
5001,120260
10076,49141
8446,119126
24233,67124
22429,5000
317,67854
18837,82357
16521,7823
3323,25430
3296,94388
13853,78606
27058,46934
5980,32791
11635,61511
14450,103810
4745,152560
22853,97315
17449,78436
29048,5000
26828,24813
25004,124497
23630,54903
29419,5000
3114,133032
17949,122303
388,107567
5429,123555
15849,33211
12704,88776
22566,70391
20725,5000
20845,29601
10682,100382
23662,99019
14222,11676
866,118459
5905,73181
4568,5000
4526,11481
23556,109458
17468,84284
8069,33081
5690,82682
13793,5000
8212,11875
8350,25958
6197,5000
27679,69289
27086,41137
24562,24489
24568,5000
25805,69142
6880,69805
18337,41628
28710,105117
2293,5000
14246,5000
3844,5000
26074,88486
16268,111963
29498,110242
26247,105387
26842,42528
9528,5000
3194,5000
6984,5000
21803,93243
3228,55759
26645,70551
10800,150564
15506,63847
15680,92795
24824,52187
27128,78904
20075,103738
4017,78417
10169,17374
22414,5000
4490,5000
17359,30683
22301,79972
3842,19364
19214,49824
19283,46776
2608,101071
8775,5000
25192,42830
18811,5000
10559,11984
13502,59050
11602,5000
24620,97293
12559,5000
18152,149237
2507,96718
15642,38983
7336,16502
16016,5000
13271,132063
10236,19607
3726,5000
22842,144407
5928,76061
7113,62144
11175,165198
25571,43646
17496,77745
24362,35304
16812,31510
13736,61181
22124,5000
15103,62787
11306,89022
29411,122009
14523,50702
9062,57798
16569,55657
5258,5000
5732,62943
11788,5000
14777,84750
18117,102317
27186,62790
28422,22671
9237,121069
29745,95680
14595,70371
2905,124138
12149,93494
2056,5000
27616,92519
19038,48367
236,5000
13926,23955
29801,39005
23390,29031
5724,99258
11116,68760
6242,5000
15585,77558
19449,32778
28364,109771
27702,113547
15673,23028
19308,144004
8568,71344
8579,69362
16937,85772
15815,55102
2262,86134
8810,5000
29578,79218
2186,70168
14027,5000
15785,110044
26005,33968
11645,5000
21022,22810
8520,5000
28685,129504
28747,94571
2706,87990
27590,80270
28584,46680
7233,5000
13275,10147
328,163233
8098,109118
13113,37659
8235,33708
12557,81755
16759,118780
18301,221462
10063,5000
20378,83379
24003,50199
23987,48133
4178,27455
6762,55853
26282,69429
7090,75293
24564,53458
19311,12666
18098,83372
2851,22044
1517,5000
6538,108971
24265,110011
17251,139469
16531,5000
29364,111434
15476,162845
25061,5000
25718,5000
20417,5000
22247,5830
10251,48664
11192,117769
11724,34671
20889,83587
27636,161550
1116,109086
29025,5000
15807,60850
29317,103241
16086,69912
14694,52163
